Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Total Sales,Rating
Regular,FDM04,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,4.7387144,9.195,50.8666,5
Regular,FDS04,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,14.7492524,10.195,141.5838,5
Regular,FDV28,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0,16.1,35.1558,5
Regular,FDU19,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,4.7036036,8.77,170.5422,5
Regular,FDE56,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,16.0095901,17.25,61.5194,5
Regular,FDI07,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,3.3951827,12.35,197.2426,5
Regular,FDU15,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0,13.65,36.6532,5
Regular,FDU27,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,17.2446822,18.6,47.1376,5
Regular,FDN39,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,6.5890998,19.35,167.0816,5
Regular,FDV10,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,6.7083367,7.645,44.0112,5
Regular,FDO45,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,3.8167453,13.15,89.4856,5
Regular,FDB23,Starchy Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.5620213,19.2,226.6062,5
low Fat,NCY41,Health and Hygiene,2020,OUT017,Tier 2,Medium,Supermarket Type1,7.6164013,16.75,34.0532,5
Regular,FDW31,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,4.3402224,11.35,197.0742,5
Regular,FDR55,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,13.283066,12.15,190.6872,5
Regular,FDX10,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,12.4410284,6.385,34.3874,5
Low Fat,DRF49,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,7.1064499,7.27,114.4518,5
Low Fat,FDA23,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,4.7178116,9.8,99.4016,5
Low Fat,FDR60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,13.0390458,14.3,77.2328,5
Low Fat,FDN60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,9.5140088,15.1,159.9604,5
Low Fat,FDU48,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,5.5347985,18.85,131.5284,5
Low Fat,FDG60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,6.0688248,20.35,234.2616,5
Low Fat,FDU11,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,9.2576144,4.785,121.0098,5
Low Fat,FDT49,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,15.1376958,7,108.228,5
Low Fat,FDS37,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,3.1938828,7.655,114.1492,5
Low Fat,FDK50,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,2.8357839,7.96,163.2894,5
Low Fat,FDG26,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,4.2641788,18.85,257.833,5
Low Fat,FDD14,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,16.9776346,20.7,184.4266,5
Low Fat,FDK41,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,12.7517605,14.3,86.0224,5
Low Fat,FDD16,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,3.6346224,20.5,72.9696,5
Low Fat,FDZ44,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,3.8721734,8.185,115.8808,5
Low Fat,FDO44,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,8.7436672,12.6,109.9228,5
Low Fat,DRL11,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,4.8009081,10.5,157.0946,5
Low Fat,NCU17,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,9.2865746,5.32,100.6674,5
Low Fat,NCL41,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,4.1729735,12.35,36.3216,5
Low Fat,NCS53,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,8.9761211,14.5,159.4604,5
Low Fat,NCV17,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,1.6104504,18.85,130.2626,5
Low Fat,NCO14,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,2.9638267,9.6,42.6086,5
Low Fat,NCU18,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,5.5829496,15.1,140.2496,5
Low Fat,NCI54,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,3.3592687,15.2,108.1912,5
Low Fat,NCQ50,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0,18.75,213.3218,5
Low Fat,NCC18,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,17.7236497,19.1,172.3422,5
Low Fat,NCQ38,Others,2017,OUT035,Tier 2,Small,Supermarket Type1,1.3363902,16.35,106.128,5
Low Fat,FDL10,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,3.9484739,8.395,97.9042,5
Low Fat,FDE34,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,10.7870997,9.195,181.2634,5
Low Fat,FDL46,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,5.4046706,20.35,119.5466,5
Low Fat,FDH10,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,4.9295686,21,194.4478,5
Low Fat,DRE60,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,15.9304333,9.395,226.172,5
Low Fat,DRD60,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,3.722507,15.7,182.4634,5
Regular,FDR36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,12.1563385,6.715,43.7454,5
Regular,FDL24,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,2.4891881,10.3,170.9422,5
Regular,FDM36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,5.8719726,11.65,171.1422,5
Regular,FDD26,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,7.2141818,8.71,183.3924,5
Regular,FDI02,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,11.454343,15.7,113.7202,5
Regular,FDE04,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,1.8019662,19.75,181.566,5
Regular,FDQ08,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,1.8926773,15.7,60.2536,5
Regular,FDV20,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,5.9790095,20.2,127.4678,5
Regular,FDW03,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,2.4536636,5.63,106.1306,5
Regular,FDX51,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,2.2054553,9.5,195.4452,5
Regular,FDR03,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.8734284,15.7,207.898,5
Regular,FDW21,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.5962753,5.34,102.4358,5
Regular,FDJ58,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,10.5276162,15.6,173.2764,5
Low Fat,FDR48,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,22.0111117,11.65,153.0024,5
Low Fat,FDO16,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,2.528802,5.48,83.325,5
Low Fat,FDE53,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,4.4991876,10.895,107.228,5
Low Fat,FDV31,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,17.8622919,9.8,177.937,5
Low Fat,FDF32,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,11.3953562,16.35,198.2426,5
Low Fat,DRN35,Hard Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,11.7580062,8.01,36.6532,5
Low Fat,NCQ17,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,19.5721125,10.3,156.463,5
Low Fat,NCQ41,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,3.2606181,14.8,193.5794,5
Low Fat,NCN06,Household,2011,OUT010,Tier 3,Medium,Grocery Store,20.168772,8.39,162.8868,5
Low Fat,NCF30,Household,2011,OUT010,Tier 3,Medium,Grocery Store,21.1306673,17,125.1362,5
Low Fat,FDQ39,Meat,2011,OUT010,Tier 3,High,Grocery Store,13.564792,14.8,190.8846,5
Low Fat,FDL45,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,6.3081713,15.6,125.7704,5
Low Fat,FDR10,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,1.6804724,17.6,163.4552,5
Low Fat,FDZ09,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,17.5545889,17.6,163.6868,5
Low Fat,DRJ13,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,10.5265475,12.65,159.9578,5
Low Fat,DRD24,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,5.1544658,13.85,142.5154,5
Low Fat,DRH25,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,2.442574,18.7,52.9324,5
Regular,FDC60,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,19.1603334,5.425,87.0514,5
Regular,FDJ36,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,21.4681063,14.5,102.7332,5
Regular,FDU47,Breads,2011,OUT010,Tier 3,High,Grocery Store,19.0569038,12.8,138.7838,5
Regular,FDA03,Dairy,2011,OUT010,Tier 3,High,Grocery Store,7.6097035,18.5,145.8102,5
Regular,FDY40,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,14.3670179,15.5,48.4692,5
Regular,FDZ16,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,26.7565911,16.85,194.1478,5
Regular,FDW07,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,23.8831875,18,88.2514,5
Low Fat,FDW23,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,8.1944045,5.765,36.7164,5
Low Fat,FDW59,Breads,2000,OUT013,Tier 3,High,Supermarket Type1,2.0698674,13.15,86.3566,5
Low Fat,DRF27,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,2.8393624,8.93,153.434,5
Low Fat,FDB15,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,13.6696892,10.895,264.5568,5
Low Fat,FDG16,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,8.9742065,15.25,213.7192,5
Low Fat,FDJ04,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,12.4348482,18,118.3124,5
Low Fat,FDJ32,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,5.7744249,10.695,61.2536,5
Low Fat,FDM56,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,7.0133177,16.7,109.8912,5
Low Fat,FDB45,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,2.1312043,20.85,104.9306,5
Low Fat,DRJ23,Hard Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,4.1634206,18.35,188.1872,5
Low Fat,NCN06,Household,2000,OUT013,Tier 3,High,Supermarket Type1,12.0396991,8.39,163.4868,5
Low Fat,NCF43,Household,2000,OUT013,Tier 3,High,Supermarket Type1,5.190268,8.51,142.247,5
Low Fat,NCG07,Household,2000,OUT013,Tier 3,High,Supermarket Type1,5.2458358,12.3,188.753,5
Low Fat,NCB55,Household,2000,OUT013,Tier 3,High,Supermarket Type1,16.0529322,15.7,59.2562,5
Low Fat,NCN30,Household,2000,OUT013,Tier 3,High,Supermarket Type1,1.6979063,16.35,97.441,5
Low Fat,FDF22,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,5.6783389,6.865,214.5218,5
Low Fat,FDQ10,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,3.315162,12.85,170.6422,5
Low Fat,DRK13,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,11.507174,11.8,198.2084,5
Low Fat,DRL37,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,5.3327763,15.5,44.477,5
Regular,FDL38,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,1.4720848,13.8,89.9172,5
Regular,FDV13,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,2.758789,17.35,86.1856,5
Regular,FDX04,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,4.1536962,19.6,46.0376,5
Regular,FDF53,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,8.3536989,20.75,180.3318,5
Regular,FDD21,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0,10.3,115.0176,5
Regular,FDO20,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,15.2001201,12.85,252.3382,5
Regular,FDC21,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,4.2923071,14.6,109.8254,5
Regular,FDV19,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,3.5227697,14.85,159.5578,5
Regular,FDW43,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,2.2406575,20.1,225.9036,5
Regular,FDO46,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,1.4200671,9.6,187.1872,5
Regular,FDT10,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,6.1992874,16.7,60.9562,5
Regular,FDB23,Starchy Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.5583951,19.2,226.9062,5
Low Fat,FDN60,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,9.5545715,15.1,157.3604,5
Low Fat,FDU23,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,2.1811987,12.15,163.6184,5
Low Fat,FDM13,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,6.3432676,6.425,132.8626,5
Low Fat,FDB50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,15.4244343,13,77.9986,5
Low Fat,FDC04,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,4.5168898,15.6,242.9854,5
Low Fat,DRF03,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,4.5492697,19.1,40.3138,5
Low Fat,FDG53,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,4.6043736,10,140.618,5
Low Fat,FDP16,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,3.9454924,18.6,244.0802,5
Low Fat,FDE08,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,4.9520593,18.2,147.3734,5
Low Fat,FDQ44,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,3.6287517,20.5,121.2756,5
Low Fat,DRJ47,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,4.4430561,18.25,174.208,5
Low Fat,NCO05,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,4.6749112,7.27,100.4384,5
Low Fat,NCB54,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,5.0256604,8.76,127.3336,5
Low Fat,NCJ29,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,3.5336287,10.6,87.0224,5
Low Fat,NCE06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,9.1857904,5.825,160.7894,5
Low Fat,NCP14,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,11.0739031,8.275,103.3306,5
Low Fat,NCH06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,7.6866235,12.3,247.146,5
Low Fat,NCH55,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,3.4813556,16.35,128.402,5
Low Fat,NCN42,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,1.4280554,20.25,148.0418,5
Low Fat,FDM03,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,12.3531974,12.65,108.2938,5
Low Fat,FDK55,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,2.586664,18.5,88.9172,5
Low Fat,FDU39,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,3.6184755,18.85,58.5562,5
Low Fat,NCO07,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.9816092,9.06,211.856,5
Low Fat,FDF22,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,5.7062186,6.865,212.0218,5
Low Fat,FDI46,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,7.4648119,9.5,253.3724,5
Low Fat,FDD22,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,10.0055625,10,113.3544,5
Low Fat,FDZ45,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,6.7148407,14.1,200.4084,5
Low Fat,FDT45,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,5.7546914,15.85,55.8956,5
Low Fat,FDL34,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,4.1112694,16,139.9496,5
Low Fat,FDA45,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,15.6012631,21.25,177.337,5
Low Fat,DRI01,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,7.97,172.0422,5
Low Fat,DRJ13,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,6.3146492,12.65,159.6578,5
Regular,FDU47,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,11.4318263,12.8,142.2838,5
Regular,FDB02,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,2.9283081,9.695,175.137,5
Regular,FDM50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,3.0211742,13,59.322,5
Regular,FDC14,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,14.5,41.0454,5
Regular,FDH50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,16.2093059,15,182.5266,5
Regular,FDD52,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,18.4041545,18.25,110.157,5
Regular,FDH04,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,1.1419301,6.115,91.0488,5
Regular,FDH56,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,6.407717,9.8,116.7492,5
Regular,FDX31,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,1.4885998,20.35,234.4958,5
Regular,FDO51,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,4.2153502,6.785,44.0112,5
Regular,FDV22,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.9979271,14.85,155.763,5
Regular,FDJ21,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,3.8685176,16.7,146.6102,5
Low Fat,FDI14,Canned,1998,OUT027,Tier 3,Medium,Supermarket Type3,8.9243504,12.6,139.2496,5
Low Fat,FDU25,Canned,1998,OUT027,Tier 3,Medium,Supermarket Type3,2.6552056,12.6,56.2246,5
Low Fat,FDC53,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.8792907,12.6,96.7384,5
Low Fat,FDD28,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,5.3038775,12.6,59.5904,5
Low Fat,FDO40,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,3.2470108,12.6,148.9392,5
Low Fat,FDT40,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,9.5331433,12.6,125.5678,5
Low Fat,FDD33,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0,12.6,231.9642,5
Low Fat,FDW20,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,2.4032484,12.6,124.973,5
Low Fat,DRN47,Hard Drinks,1998,OUT027,Tier 3,Medium,Supermarket Type3,1.6745264,12.6,180.766,5
Low Fat,NCY53,Health and Hygiene,1998,OUT027,Tier 3,Medium,Supermarket Type3,5.8198141,12.6,110.4544,5
Low Fat,NCE19,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,9.2564193,12.6,53.4956,5
Low Fat,NCE55,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,12.929931,12.6,178.237,5
Low Fat,NCG43,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,7.3879939,12.6,94.0462,5
Low Fat,NCH06,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,7.6183667,12.6,245.646,5
Low Fat,NCM30,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,6.6969525,12.6,39.2796,5
Low Fat,NCN42,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,1.4153743,12.6,145.6418,5
Low Fat,NCU42,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,1.9412192,12.6,166.5474,5
Low Fat,NCJ19,Others,1998,OUT027,Tier 3,Medium,Supermarket Type3,11.7607719,12.6,55.2588,5
Low Fat,FDD46,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,14.0571971,12.6,154.7998,5
Low Fat,FDL33,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,9.9478451,12.6,194.4452,5
Low Fat,FDP09,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,3.3725743,12.6,211.6902,5
Low Fat,DRL37,Soft Drinks,1998,OUT027,Tier 3,Medium,Supermarket Type3,5.3113721,12.6,44.377,5
Regular,FDE36,Baking Goods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0,12.6,165.5868,5
Regular,FDG12,Baking Goods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.6295472,12.6,122.4098,5
Regular,FDU24,Baking Goods,1998,OUT027,Tier 3,Medium,Supermarket Type3,13.9484292,12.6,94.312,5
Regular,FDK25,Breakfast,1998,OUT027,Tier 3,Medium,Supermarket Type3,15.6072361,12.6,169.3474,5
Regular,FDB14,Canned,1998,OUT027,Tier 3,Medium,Supermarket Type3,10.2226474,12.6,91.312,5
Regular,FDH50,Canned,1998,OUT027,Tier 3,Medium,Supermarket Type3,16.0653682,12.6,185.2266,5
Regular,FDZ02,Dairy,1998,OUT027,Tier 3,Medium,Supermarket Type3,3.7962696,12.6,97.5726,5
Regular,FDH05,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,9.0473389,12.6,229.7984,5
Regular,FDT19,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,14.4338493,12.6,172.108,5
Regular,FDW19,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,3.8313981,12.6,109.957,5
Regular,FDR51,Meat,1998,OUT027,Tier 3,Medium,Supermarket Type3,17.2629683,12.6,148.4708,5
Regular,FDY34,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,1.0928678,12.6,167.0842,5
Regular,FDP49,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,6.9196376,9,54.3614,4.9
Regular,FDG35,Starchy Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.704098,21.2,173.5738,4.9
Low Fat,FDS52,Frozen Foods,1998,OUT019,Tier 1,Small,Grocery Store,0.9585169,12.6,102.5016,4.9
Low Fat,FDR21,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,6.6935459,19.7,177.537,4.9
Regular,FDQ36,Baking Goods,2010,OUT046,Tier 1,Small,Supermarket Type1,0,7.855,38.3848,4.9
Regular,FDE20,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.5530516,11.35,171.179,4.9
Regular,FDO20,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0,12.85,252.3382,4.9
Low Fat,FDZ20,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,3.4376537,16.1,256.1356,4.9
Low Fat,FDK38,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,5.3279839,6.65,147.7734,4.9
Low Fat,NCN53,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,5.0808821,5.175,33.6874,4.9
Regular,FDN04,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,1.4075334,11.8,176.8344,4.9
Low Fat,NCP42,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,1.6176344,8.51,192.1478,4.9
Regular,FDY11,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,2.9680868,6.71,65.0142,4.9
Low Fat,FDW28,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,8.8394115,12.6,194.7452,4.9
Low Fat,NCL53,Health and Hygiene,1998,OUT027,Tier 3,Medium,Supermarket Type3,0,12.6,175.4028,4.9
Regular,FDW57,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,11.5857223,8.31,179.1028,4.8
Low Fat,NCN07,Others,2011,OUT010,Tier 3,Small,Grocery Store,5.6816465,18.5,132.1284,4.8
Regular,FDP28,Frozen Foods,2011,OUT010,Tier 3,Small,Grocery Store,13.4975628,13.65,260.0936,4.8
Regular,FDR52,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,7.6354362,12.65,192.1846,4.8
Regular,FDY56,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,6.2411404,16.35,225.9062,4.8
Regular,FDR36,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,12.1485195,6.715,40.2454,4.8
Regular,FDY22,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,16.0624116,16.5,143.8128,4.8
Low Fat,FDD36,Baking Goods,1998,OUT027,Tier 3,Medium,Supermarket Type3,2.1170542,12.6,117.6124,4.8
Low Fat,FDP19,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,11.5,128.4652,4.8
Low Fat,FDF20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,3.3271818,12.85,196.5768,4.8
Low Fat,NCB31,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,11.8858866,6.235,263.291,4.8
Low Fat,DRE12,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,7.0890602,4.59,111.686,4.8
Low Fat,DRK01,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,6.1159246,7.63,92.5436,4.8
Regular,FDE20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.5539114,11.35,167.879,4.8
Regular,FDJ34,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,9.3801337,11.8,126.0704,4.8
Low Fat,FDH41,Frozen Foods,1998,OUT019,Tier 1,Small,Grocery Store,14.3591586,12.6,213.5534,4.8
Low Fat,FDQ12,Baking Goods,1998,OUT019,Tier 1,Small,Grocery Store,6.1999648,12.6,230.001,4.8
Low Fat,FDZ27,Dairy,1998,OUT019,Tier 1,Small,Grocery Store,0,12.6,51.235,4.8
Low Fat,FDI22,Snack Foods,1998,OUT019,Tier 1,Small,Grocery Store,16.8455549,12.6,211.0612,4.8
Regular,FDW02,Dairy,1998,OUT019,Tier 1,Small,Grocery Store,6.6006824,12.6,126.2704,4.8
Regular,FDR15,Meat,1998,OUT019,Tier 1,Small,Grocery Store,5.8545606,12.6,155.8314,4.8
Regular,FDN34,Snack Foods,1998,OUT019,Tier 1,Small,Grocery Store,8.0127283,12.6,168.7132,4.8
